epoch,accuracy,loss,lr,precision,recall,top_3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_3_accuracy
34,0.8149601817131042,0.9929506182670593,0.001,0.9065080285072327,0.770246148109436,0.9190153479576111,0.8250119090080261,0.9358449578285217,0.8856843113899231,0.8031383752822876,0.9300998449325562
35,0.815316915512085,1.001761555671692,0.001,0.9032257795333862,0.7691758871078491,0.9129503965377808,0.8378506898880005,0.8958544731140137,0.8986807465553284,0.8097955584526062,0.9291488528251648
36,0.8218575119972229,0.9923709034919739,0.001,0.9094328880310059,0.7761921882629395,0.914615273475647,0.8464099168777466,0.8748151659965515,0.9111581444740295,0.8193057775497437,0.9310508966445923
37,0.818884551525116,0.9986349940299988,0.001,0.9056183099746704,0.7725056409835815,0.9185396432876587,0.8140751123428345,0.9839867949485779,0.8937329649925232,0.7798383235931396,0.9239181876182556
38,0.8124628663063049,1.0114108324050903,0.001,0.8976860642433167,0.7658461332321167,0.9139017462730408,0.8345221281051636,0.9132862091064453,0.9019189476966858,0.804564893245697,0.9258202314376831
39,0.8182899355888367,1.011328935623169,0.001,0.9055261015892029,0.7716732025146484,0.9106909036636353,0.8392772078514099,0.8715066313743591,0.9033998847007751,0.7960057258605957,0.9367570281028748
40,0.8225710391998291,0.9894669651985168,0.001,0.9056761264801025,0.7741705179214478,0.9193720817565918,0.82406085729599,0.9395208358764648,0.875588059425354,0.796481192111969,0.9400855898857117
41,0.8314900994300842,0.9439099431037903,0.001,0.9093402624130249,0.7884409427642822,0.9256748557090759,0.8492629528045654,0.8598350286483765,0.9110413193702698,0.827864944934845,0.9353304505348206
42,0.8274467587471008,0.9590184688568115,0.001,0.90533846616745,0.7824949622154236,0.9259127378463745,0.8454588651657104,0.8748774528503418,0.9074371457099915,0.8064669370651245,0.9429386854171753
43,0.8234034776687622,0.9828009605407715,0.001,0.9069477319717407,0.7777381539344788,0.9217504858970642,0.8378506898880005,0.9277313947677612,0.8909952640533447,0.804564893245697,0.9372325539588928
44,0.8285170793533325,0.9769772291183472,0.001,0.9052269458770752,0.7826138734817505,0.9213937520980835,0.8426058292388916,0.8733862638473511,0.9026178121566772,0.8197812438011169,0.9362815022468567
45,0.8316090106964111,0.9479610919952393,0.001,0.9105623960494995,0.7893922924995422,0.924604594707489,0.8454588651657104,0.8710114359855652,0.9158729910850525,0.8231098651885986,0.9334284067153931
46,0.8287549018859863,0.9607506990432739,0.001,0.9123925566673279,0.7827327847480774,0.9257937669754028,0.840228259563446,0.8938853740692139,0.8965517282485962,0.815977156162262,0.9405611157417297
47,0.8257818818092346,0.9860502481460571,0.001,0.9029576182365417,0.7878463268280029,0.9212748408317566,0.8497384786605835,0.9029021859169006,0.9024008512496948,0.8221588134765625,0.9381835460662842
48,0.8330360054969788,0.9676324129104614,0.001,0.9123576879501343,0.7910572290420532,0.9273397326469421,0.8573466539382935,0.8602855801582336,0.9063962697982788,0.8288159966468811,0.9396100640296936
49,0.8449280261993408,0.9170231819152832,0.001,0.9166326522827148,0.8015221953392029,0.93007493019104,0.8502140045166016,0.8841928839683533,0.8991727232933044,0.8269139528274536,0.9372325539588928
